Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity
63c81054de36a3d6bb667fcdf2bf85f2,0,0,0,1,0,0,0,0,0,0,0,0,29
521b6eed8fb10f32b4757fa7cdb3b99a,0,1,1,0,0,0,0,0,0,0,0,0,34
d557738ca61c8d29049619a98d911a04,0,0,0,1,0,0,0,0,0,0,0,0,25
5777b3d62ae0aa7204a5d60f2c1e6c9d,0,1,1,1,0,0,0,0,0,0,0,0,27
3a66d46585bdfb277e7b41ba9fe07c97,0,1,1,1,0,0,0,0,1,0,0,0,18
cc62944480ccef9ef093e6626a54792b,1,1,1,1,0,0,0,0,0,0,0,0,23
9fce3a7848ce8f06567de7e0cd8382e0,0,1,1,1,0,0,0,0,0,0,0,0,35
fc277cec7af484d8017e841c81c2510c,0,1,1,1,0,0,0,0,0,0,0,0,28
252ae103a9321ff4ed0aabd5793fa91e,0,1,1,1,0,0,0,0,0,0,0,0,56
feec2ab3566fd40b167c9b3736d1129c,0,1,1,1,0,1,0,0,0,0,0,0,35
2eeace66d24c6e1acec5b23fcaae40f3,0,0,0,1,0,0,0,0,0,0,0,0,12
f07bf615cf06efc9642d9cc6bf8ef1b9,0,1,1,1,0,0,0,0,0,0,0,0,31
faa83ed873a0c3f6601626fc8cd1efee,0,0,1,0,0,0,0,0,0,0,0,0,27
a82f501997893591729755863212279c,0,1,1,1,0,0,0,0,0,0,0,0,100
209696d6827dcb0f68d0ba61ead968a7,0,1,1,1,0,0,0,0,1,0,0,0,44
9fd518f36c6d6961ccd43a28f0da2546,0,1,1,0,0,1,0,1,0,0,1,0,48
d5bdf3446e86ce4ec67ce7a00f1cccc2,0,1,1,0,0,0,0,1,0,1,1,0,27
27c6401ab71aafc879804b6c4f039162,1,1,1,1,0,0,0,0,0,0,0,0,42
fa98609878a896564f1dede157809200,0,0,0,0,0,0,1,0,0,1,0,0,29
c0359b7f7d99d2cb512016c0811436eb,0,1,1,1,0,0,0,0,0,0,0,0,34
b9d8ddaf5dc09adfddc3f5007cb3f114,0,1,1,1,0,1,0,0,0,0,0,0,22
95ddd86aeb6a09e9a135b6254c8e41bd,0,1,1,1,0,0,0,0,0,0,0,0,46
1b954abdf326865ef8885784c0b02fa2,0,0,1,1,0,0,0,0,0,0,0,0,34
9099a8b65199d753616ecc2ce0182c01,0,1,1,1,0,0,0,0,0,0,0,0,40
87ed21b3ddc02f00bdd9ad5f25728fca,0,1,1,1,0,0,0,0,0,0,0,0,95
177a4eb50f9325b7b54d8a3575f0cbe1,0,0,0,1,0,0,1,0,0,0,0,0,25
f5992838f07435dcf22b7778c4c5ff35,0,1,1,1,0,0,0,0,0,0,0,0,18
af508be7102032276eedfefcf5914d94,0,1,1,1,0,0,0,0,0,0,0,0,33
23726b213da3f8d3231c2f3880f77a67,0,1,1,1,0,0,1,0,0,0,0,0,39
939a4303e3a0bf7a88a2c23b9bfddcf8,0,1,1,1,0,0,0,0,0,0,0,0,25
5824ad1db8dcdb32fe9a090b34982755,0,1,1,1,0,0,0,0,0,0,0,0,60
16f16663dedcd5ddade127f3eb720c2f,0,1,1,1,0,0,0,0,0,0,0,0,31
a54b4345e91210b639f1ca513d4d786f,0,0,0,1,0,0,1,0,0,0,0,0,35
8d9a8e0a33d05451edc6bac49c0a1936,0,0,1,1,0,0,0,0,0,0,0,0,69
2749854307820891fa0c59a8675d6204,0,1,1,1,0,0,0,0,0,0,0,0,61
4d1cb735f7b77b68efcfa20ea61ea6b4,0,0,0,1,0,0,0,0,0,0,0,0,38
1986f0c8ed879fb7e81d3be54da09697,0,1,1,1,0,0,0,0,0,0,0,0,32
cc7b5cfb3dd8ea87535e5ae22eb856b1,0,1,1,1,0,0,0,0,0,0,0,0,28
f1e31942da5e13026dc2c35291d6a97b,0,1,1,1,0,0,0,0,0,0,0,0,29
4207148d09e5faf34e8960526379e155,0,0,1,1,0,1,0,0,0,0,1,0,43
d9d4cb29d92ea2ce865b59aadee9850b,0,0,0,1,0,0,0,0,1,1,0,0,69
c8878d389016542daf370b0faa39d3a1,0,1,1,1,0,0,0,0,0,0,0,0,44
a4e7ca3b55420193b79ec5f16eb07feb,0,1,1,1,0,0,0,0,0,0,0,0,24
